"variant","driver_id","ride_pre","ride"
"control","30b25527-5c51-422d-a1ed-08ee8a608474",136,138
"test","0d1f02f7-cc45-49e2-9822-8c428f1c445b",57,66
"test","8ba81538-1884-49ca-973a-13867ad682d3",74,70
"control","d268835a-3c11-481a-87b0-6e8cd849903d",75,83
"control","7d94f97e-079e-4211-8201-3374839d2ea5",127,108
"test","470aae28-8f17-4437-8fcf-b1344fdaf0ca",124,88
"test","ae3103d8-d419-4c6b-8108-1cd31eaff891",138,108
"test","96276900-fcbd-43cc-9999-ed511cf554dc",116,101
"control","9a893cd2-3e7a-47dd-84e7-62e02d7fb9d0",109,125
"control","8b8f656c-70e5-45fd-9a18-773075efd37b",80,107
"control","68fc807a-76c1-4f0c-90e5-7e1fb7cd94d9",134,138
"control","5d9168f9-b521-45a0-8984-7c3ef0b1484c",85,106
"test","61527522-732f-4430-a17a-c27a8081fbdd",140,145
"control","e8de585a-0517-4051-a108-13c58e02d8ec",52,48
"test","a334f6f5-1240-4e12-9845-5ced421a39a0",119,114
"control","ae85824a-335e-49cc-a233-d6ba108e1b3f",85,83
"test","e879b82c-598b-46f8-ac7f-0c9ff37e2db9",54,104
"control","f0600540-9b9b-47ea-b88b-99784a91be9f",99,122
"control","25058d27-8338-4107-9256-6eb47a363cac",133,141
"test","e6498578-cdd2-46c3-8235-0a0867391b1a",80,102
"test","547ed2a7-5f36-4c8c-8ef7-1e983b0a52e8",137,138
"control","e9b56a44-7ff1-4ef9-87e2-8c8b9ef90bb8",96,94
"test","183d1c42-1e13-4ea7-89ac-769c0df321a6",68,69
"control","6dc9fed1-22ba-4846-84fc-99a0eb30a119",96,79
"control","2148d271-3307-4c88-af8a-040a9489a62d",91,99
"test","8f1537cc-9a3f-4512-9337-40937ce6d60f",55,52
"control","4333a5e9-bab8-4c97-aaa6-163662311fec",120,104
"test","725897a2-25b7-4dcb-9342-8da7433a9b09",109,115
"test","cee9cdcf-678c-4e6d-a52d-003b558f45e8",116,104
"control","b59d57a2-14ae-4841-9ce1-523645a27a4a",98,121
"test","802f4db1-5adf-4849-b0f5-4b8ca02b00e9",138,154
"control","74891bac-8d54-4568-8919-63760d15a3bf",99,117
"test","275b7c14-d3a0-487d-9b78-95d380151142",94,106
"control","5accd78d-fbd9-4cf7-a70b-96228d717362",127,125
"control","cba321e7-adad-4d9f-8dbf-1a00595f027c",127,125
"test","3eeeecda-66a1-406e-aadf-ea65bad5f779",125,110
"control","a2e298e8-0247-4e43-85d7-2add89f50c49",144,138
"control","9f7ebc7c-a1e7-4877-b706-8a3cd7d58eb8",130,135
"control","a53dbc51-7ffb-4ed5-a4a9-e13e3294c8a4",81,89
"test","28d0a52f-b622-45e6-bc29-a06ebe484da9",126,136
"test","1231093f-2f01-43bf-b03f-69668bbfea59",55,50
"test","eb11ecda-2daa-4f7b-a37e-598800ab4c08",139,149
"control","dbcb33dd-7b90-4b9e-b212-d262595d7d31",91,103
"control","7e80982d-c015-4ed0-a736-037e58cd056f",129,127
"test","d4f0b05d-78ae-46d1-8a23-217a04e75801",91,87
"test","ba25aac4-3fcf-405e-bb1d-233e3a62ae13",NA,81
"test","31d707be-2f85-41f8-9a6e-185fd717ea1d",41,56
"test","5b252774-23f3-4d07-9466-a9fcefda8b0f",109,131
"control","8f712869-83eb-4a08-9f66-4edb13cc8657",108,128
"test","17011620-00d0-4071-80b4-5669f2d39d55",152,146
"test","3cd463a5-4005-43a3-ae91-bd527323ccd9",76,45
"test","eb28ccd3-bdf8-4879-8c45-03b7c3decc3e",134,136
"control","61fa7a33-6f65-4fea-84e0-6bd3bd8d1ccf",138,128
"control","4cb5a162-f967-41e3-af02-cc1d8476ee59",85,87
"test","4041fa7d-7373-44f9-9d60-8d8c9ca82b06",101,122
"test","bac6d217-c399-4ad2-8378-78dd055299af",125,124
"test","c80981c7-9681-4ab9-b39b-c5870780a548",108,106
"control","45c11993-13a9-435b-a92c-43cd30e81aea",74,82
"control","479c2a40-2e76-4e13-a43b-c63c3c192df5",NA,86
"test","b9efb54d-c251-4856-979d-6a7c5b993b47",48,85
"test","81d45c59-81d3-40bf-9dcf-40f45ebb78f9",65,58
"control","c76d7884-e693-41df-91de-28c460fb0d1c",77,78
"control","655c1ba3-ebfb-48ee-b6e6-76df825aa4ad",59,42
"test","d4416977-5879-4602-af4c-dfd8d00d8eb2",94,84
"control","01757537-e3ff-4613-8e0a-b83ad9a6848d",121,126
"control","f648e2a6-5086-4276-b138-9f6d39dea0f1",74,67
"test","1fcb283f-01ca-479b-a67a-0030bff19bdf",121,132
"test","041542cc-86b5-4187-8e2e-26862f4df4d8",81,78
"test","551020ba-11cb-4f44-ad1a-6ac4ce93d4e4",104,133
"test","281c844e-7e62-4e20-bef7-ec7b5eef696d",134,141
"control","565d99a7-d27b-4cb8-a9a3-5f995be32090",147,138
"test","b748457f-ee13-45ef-8811-d9f8a4188892",63,66
"test","deeb7159-c102-4e67-a839-2a7a0e8921bf",88,93
"control","37ab8626-5f5c-4ee8-b052-b32a26497cf4",114,120
"test","016975d5-6f9f-4384-aa27-dd43d6793101",104,114
"test","551fd593-5234-433d-8abd-db9732e6fa44",84,96
"control","2559835c-746f-43b8-bba7-212aa42bb4cf",121,132
"control","28112185-d6c3-4cdb-b9d7-86cb123dfa60",132,132
"test","6ae24861-4235-48cb-9547-43f938d7a89f",98,102
"test","5a890072-d094-48ac-93af-30381e5303ea",128,159
"test","567854ef-e5c9-4f6a-92c3-24ccb41ee067",89,93
"test","4471fc88-d12b-4c5f-8730-0282fa84ca37",53,45
"test","719beebd-a9e2-40ff-9893-aa536c88468e",127,135
"test","0e04aefc-d585-4d0e-8e1d-ae472becadd3",121,107
"control","2e46bf2d-dc9e-4dd2-9443-2598257d46c2",124,136
"test","0cf1f535-862b-4879-830a-ea6639bfb6f5",147,150
"test","db098bce-9862-42aa-a500-b94856739ba3",107,114
"control","51098211-888c-4c78-9930-d5ea278c84aa",100,105
"test","271b96c2-6d6f-4a74-beec-989234f66818",102,104
"control","1c578143-26b0-4a82-be89-d33afe7a0dd1",123,128
"control","8367a013-7e62-42fb-8338-77726fa9c052",108,127
"control","0eb389e2-fe02-4eed-bbdf-1d896b06c9fa",122,119
"control","b542b7e9-50a3-4bd5-b210-b584f4ef98c5",59,64
"test","89a32391-77cc-4665-b352-128df4b3a565",50,62
"control","3d860b82-7641-4ad5-abc1-2efc2e06ca1b",116,76
"control","705bcd5e-e04c-44eb-b9a8-2e51c873cb5b",NA,95
"control","7f06d3f4-ace9-4724-9f82-146e9fc31a7c",130,132
"test","beffc018-a6fe-4fc6-8617-1bd8b3393999",142,139
"control","4baa03a6-91ef-4176-93f9-e6b4078a0c96",97,89
"control","50d2311e-6573-4eb8-93aa-c8783fac9aa5",129,121
"control","ffb59f37-a90a-404f-8f34-86f24f0876fd",74,87
"test","486bd33f-3e35-4529-ace2-828fc3347602",87,102
"control","ad2fae34-f2eb-47fa-a847-8af600e7c549",52,54
"control","0c8039a3-c7db-47a3-a022-732cc8429a6b",131,111
"control","40a47e3b-ca86-4d72-a7a7-b61d91af1256",95,95
"control","a0b1f803-9f09-4d87-8021-528d5c171b58",38,53
"control","160b54ae-7a9d-4114-81dd-8cc2c437a545",57,50
"test","dfc5faf7-d77e-49d4-b5fe-bbdd5f35ae47",105,94
"test","17ab8ab2-1b5f-4cfc-9fac-3a15364b196d",117,107
"test","3340bbf5-a1a4-49bf-9918-a3d224704ead",131,117
"control","20ff72d4-1492-4dc6-b2e8-30a25f14b4ab",50,85
"control","6bfa0e22-d48d-46b5-b996-b4f98a7819de",113,108
"control","b068c18e-011c-486a-8dfd-f8a89e168917",173,131
"control","583f3bcf-f42d-4118-be9e-05700400eaed",126,145
"test","4dbf9367-09fa-45a6-874d-ee009542616f",85,81
"test","79dd14f9-3b3e-4ac2-93ae-4ce994309deb",152,144
"test","dd541242-4d96-4734-bb8d-236cb9d0ad20",88,99
"test","4adcce07-8135-4313-af1f-941ee05a6229",108,145
"control","d714a654-7040-4d28-9e5e-8264a1e19704",86,71
"control","ab46c679-e252-408f-acaa-d3c29877ca7b",76,73
"test","c10adaff-e783-47eb-8ab9-404b6f19f0ea",135,143
"test","4bd9efc7-b76e-47dd-9e09-10137ae24e12",120,129
"control","c1c60302-a27f-4c0f-8fc8-b2277ab75c56",52,63
"control","fecbe97a-0c87-4548-80f8-855042754254",59,65
"test","ef359d75-d692-4556-adea-c21ba58b1666",65,70
"test","7562d0d9-6682-4065-8373-9d776e70c629",69,71
"test","998ef1af-a3fd-4efc-96c5-b0ad8d842cf2",82,88
"test","66b424eb-8296-4975-80fb-78b791802a19",114,133
"test","52b590ac-2b11-4841-a000-38065740bdb1",138,137
"control","1eba7118-9d86-46fd-a8c6-62d78ed76b6e",116,128
"test","4c260244-3aa1-4a99-bd0c-1678f0543afe",108,116
"control","c10cb8b4-4030-4ec2-afa3-2c08d027b023",56,69
"control","1b6465fa-30f7-4355-b400-737893183a17",54,35
"control","3a3a5ef6-77ee-457a-a827-e74c40eb7e95",116,106
"control","41883d0b-872e-4577-996a-9bf82b762b8f",88,80
"test","746541c1-77d9-4216-8f89-e73551f50faa",159,161
"test","04ef3547-f4b8-4451-bb2a-a6b2bac41750",117,85
"control","fba253b4-98f6-4847-9b45-ac4624ed650d",125,130
"control","e34a8fb4-3b30-48fb-82c6-ae41ca4e3c70",79,86
"test","e89f4b47-03a9-4239-8c90-43941982d066",64,63
"test","59c94e1a-2f91-4383-b546-acbc92a9055b",63,66
"test","bc95672f-76d1-446f-a90b-c9971c6fffe2",57,60
"test","6d309785-1db4-402f-adeb-4fcea7e8f3e6",113,103
"test","6f98a5a2-8bbf-4519-a4ab-ae5447c51dba",59,63
"control","2baef2a0-1862-4b0c-b6ed-a66e30c18eae",86,106
"test","770f18b6-a359-488c-858d-2b465afd304d",90,80
"control","af496354-74a7-4726-867b-d9be8b096fbb",61,47
"test","e2cf1b68-bcb9-4401-b2bb-124a23547a01",120,111
"test","db1a27b3-85bf-4d30-a364-06fdb9bab9ce",106,81
"control","5e1f97d7-0ec3-4e75-a016-8eeecdfb5040",130,112
"test","2d30d6a7-c2c5-4717-9cff-f0fb3a4b5050",43,69
"control","48e420de-9125-4dea-82b5-335311d2e001",149,159
"control","53bcdbaa-1d43-44aa-bd58-672123fd3b3c",67,56
"test","b5e587a9-0225-4100-a9ea-dce17d5d35ee",85,77
"control","cd4a9cda-18a5-4251-88e1-273d50b19954",164,156
"test","4a658c10-eed5-40be-a52a-2988131fece3",122,133
"control","18266bea-3639-400f-b87a-1231e6481f54",144,132
"control","2e6c5c21-c3eb-4411-80b1-e59269c8b4ff",111,81
"test","dd492118-0f86-4a8c-8b1d-f36c9af96d20",48,45
"test","f306f4b9-3c13-43bd-9f53-1f5a913215c1",66,60
"test","5014243b-1f34-4216-a9fd-d83a16412212",139,153
"control","4688dc10-e8aa-4241-92bf-9b8c19e1d59a",50,49
"control","999ed1bf-6aa4-425d-b97e-19d31d4e4251",124,113
"control","1c920e13-9361-424f-839f-df9e682113b4",40,34
"control","67c4259c-3123-430e-8060-b70237c1e70d",104,84
"control","1a9acaa6-0902-46c6-bfcc-2923a7e96279",99,103
"test","be28e672-04ef-4dc7-a1f0-9155bd4b2958",125,127
"control","2395f679-c860-4970-af27-5b66a508f256",112,109
"control","d862d859-d817-453f-bb6f-f13c498edab9",114,115
"test","69de7b10-9382-41a0-bdfb-cee298efe768",115,127
"control","aeee0f12-71b9-447e-98e3-a6c5d48286b9",104,119
"control","29f26c5c-000b-4b75-93b6-62b9f6e26a59",92,64
"test","4761d249-839a-45dc-bf9c-d4f45fb8ed55",105,89
"test","c8e680fe-6b2d-4c54-84eb-6bc690357e36",109,111
"test","225cfbb8-9ffe-4f3a-a19e-fc9b5ed5e84c",133,123
"test","cbd87c3f-da4e-4635-bbe3-8895cb6b444b",40,58
"test","63a6ce29-2214-457b-94a9-67283d750c4e",84,94
"test","411d6661-7693-41a2-9602-e28ab3dc9e57",49,47
"control","e6cddc5d-7953-45b0-be68-a659e8a17f18",NA,71
"control","5db3642c-aba1-4bc8-80d8-7d7796a20c9c",87,90
"control","9bc3ea60-1fe2-4ff3-99c7-798941c9dabe",134,138
"control","88576105-e29f-4453-a30c-fa697c764b1e",65,62
"test","036ca66f-02e7-4038-878a-bc4e67d64476",91,91
"control","903f0bb1-8cdb-4a56-8b24-710b6097ea75",150,165
"control","46476122-3869-433f-a785-5df615cde0a7",161,137
"test","aeb8878d-49fc-4111-9da8-5da28da975fb",44,67
"control","a768d101-0174-47d8-b126-5977d194b9c9",144,136
"test","4ee1855d-b25a-4034-83b5-fed40f0b856d",155,147
"test","ed07f11d-5865-4b20-b3fe-e69edc6b0a1d",133,134
"test","59d7e9ab-e275-4e89-98da-6c40249fa454",93,74
"control","31a2fd04-79c3-49a2-b286-be46fe92f4f9",134,90
"control","34bcb51c-8c46-4fde-bc13-d13d94ed456d",110,130
"test","e72c7474-850f-4031-8ef8-e267e739baf0",80,83
"control","b9307737-0a63-44be-ad76-6c16316e8bcf",73,65
"test","d38c6463-fbf3-4704-b184-e953ed87e9ce",123,131
"test","cdb9717c-c904-4946-9bca-62e3669d3d3e",61,67
"test","19c4c343-6646-462f-8083-beb269599338",154,157
"control","417b797f-a41d-46c2-b5f8-7c842218f26f",148,143
"test","69662342-1837-48fd-8466-3ca97c2925cc",108,99
"test","619e28be-7e48-45cd-bc61-895f692f3269",53,50
"test","0994e481-bd5d-410b-81c8-3fc440a9e43e",119,100
"control","ffa49b29-8a76-432a-9891-ec870673585f",56,53
"test","d68aaeb9-0811-4cc3-8610-651252ead935",NA,52
"control","87d22da0-9a5e-4adb-9e41-3fdaa3f7d0fe",87,97
"test","71a40389-096e-47ba-91f6-b857e1ddcd1d",95,70
"test","cfb562f5-50be-4777-9743-2f618486d65c",98,114
"control","0afe0a7b-260d-4859-b25d-427b8fa622ad",104,86
"test","ca93e678-7e83-4421-8965-8a750f6a3fbb",135,114
"control","fa2bf533-2dac-4ddf-bde1-b0cbed779e54",59,62
"control","1beab394-4caf-4a04-abf0-6e9718f63570",162,126
"test","a99ebf58-1b64-4e23-89f7-f9e9ed7798c8",136,133
"test","52941a24-ce76-433d-8ed0-82d1a0d04352",127,133
"test","504e609f-4499-432d-a44e-b5888ce630a4",109,110
"control","381587d3-0372-4208-87c9-ca9479e57e2a",75,82
"control","89fd1a42-c29b-4803-80a3-2721f09f9cfa",134,115
"test","6ea0dab5-eac6-4ccc-a1be-3cc99e85d06a",64,60
"test","0749dc89-fa0f-4733-b29e-633c21e89484",NA,82
"test","a8bd29be-635b-4ef0-b69b-aba70a79d236",76,59
"test","6891a8a2-02d0-4cfa-a066-44e725fc76ae",137,130
"control","4a683748-8ba0-4e5d-97a0-7633390a0241",122,100
"control","ac3ae578-12b6-4c6f-bcac-3c7f34f83586",139,147
"control","47af3bad-13cc-42da-af8e-9c13d012845e",62,72
"control","152acbad-3714-4918-894b-81574606686c",90,100
"test","88651a00-2cdf-443b-9611-ba6cac11f0bc",105,84
"control","ba4a738c-8207-4aea-99a2-157f0e9f7299",75,86
"control","e9a7da6f-3c14-41b4-9131-edc58e30c75e",115,116
"test","bed6b547-9d9b-43db-a0ae-b3e98fe999bd",128,112
"control","90b20724-ada6-429f-8435-72e24eefbcb4",78,77
"control","c0f16d4f-3b65-4788-9151-4cc799c4364a",140,120
"control","ea10686e-7fc5-441f-ac54-364da3b7020d",55,65
"test","de579f5f-6131-475c-96b8-df83b7a73e16",146,152
"test","9573cb10-5b53-4560-ba1c-908a4cc30a33",93,86
"control","19ce60c6-0d3e-4a48-9c14-d408ffcfa890",139,141
"test","d931975d-1b52-4610-a936-bd8199254784",81,73
"test","be5c7f99-351c-49d9-9cb2-5893e7de036d",113,94
"test","844e15f1-3b87-4584-9aa7-9f2c391ac5d3",136,136
"control","8d268766-b3e3-40e1-988a-883887677256",114,96
"test","ac5325b5-b8de-4030-a9f2-a699fde97fe8",97,123
"test","ac74ff20-ed82-4c54-9dd9-28f5989a39e0",140,138
"test","7d61345f-8729-45fe-97e0-c48f9f841edf",77,66
"test","83572f23-38ce-46f8-9ffe-a36bdb46b2b8",120,111
"control","bf5031e1-85e5-492a-99de-0e434b84267e",123,130
"test","e00502f7-d9b2-4172-85eb-2098cf90a25a",97,131
"test","fe2a88b9-5493-40a3-91fd-6cd7cedd433e",60,45
"control","e4dc8b6e-ee01-4e19-94c9-f664a54f564a",142,185
"control","1ed129d1-94f7-4f3f-b552-0a7fdffda8c3",44,44
"control","53a9fced-173a-446c-81ec-ee335ac01b0f",48,54
"control","2030116c-8da3-40ed-bec0-ffb41fe05a3a",78,99
"control","2b9b305d-a050-49fa-9a59-1a93e2b1a25b",114,114
"test","0b6aa326-0f57-490e-ad3a-9f1501c4e23b",73,63
"test","df9b3f1a-989e-4673-87ec-1f7e5ab063ad",158,137
"control","a010fda2-1da5-439a-ae2f-04d188d33ab8",101,90
"control","4810a3d5-b6b7-47e1-9a2e-05e0167aea31",76,57
"control","555b8440-27e7-47f5-a30f-73da233e01ea",95,105
"test","56603a9c-c950-411c-9bf0-67250a7b666e",108,97
"control","47e10c44-376d-4d3e-b4af-883a5b49c452",98,87
"control","9102c4a8-72f2-4093-a641-5a104dcb2b06",150,143
"control","8fa66d79-9878-4be1-8ab7-a1ef097fb34a",82,76
"test","70a0adf4-3cf4-450c-8f61-0bcea3d95a83",160,136
"test","fce68edf-f116-43ff-910e-9ad92aa91297",156,148
"test","c6bdeca3-6b75-4f06-ad33-fe1696f54921",78,86
"control","174c35fd-c2d6-4627-a6ca-48f911953823",113,124
"control","cb28714c-54b1-454b-b2e2-b0249e712ebb",112,97
"test","e5878e8e-8815-45c1-8ded-da00069005a5",58,58
"test","c5340bb2-22ed-49a8-a756-99c61868838e",122,137
"control","1a8d6f66-3663-4c14-bdff-c6dcc202de3c",118,130
"test","e8ec10ca-d6be-4888-8694-a770c3ab39a9",102,141
"test","ab6de60f-cdd5-4db3-aa7f-bba4e33634fb",104,107
"test","83ba4ef2-7fad-4ff9-b8b5-e5c5718d9fab",108,71
"control","f7f95f09-7e6f-4270-9b7b-54e6934dc7e1",111,97
"test","dd22185a-e4ee-4ec7-99d5-f6178dbdc698",51,68
"control","0c3d9c3e-28dd-47b0-9181-be63da9caa6f",151,138
"test","0b3646cb-6c7e-4c9a-8bd1-b1e25075ee02",48,50
"test","e884555e-f8e1-4e91-9202-044566bba791",105,111
"control","e2ace8ad-d31c-44f0-b3ab-713570921ee5",65,94
"test","bcc2b2a0-2d0f-4bd3-978a-1d438b32b7e1",88,79
"test","bddc4def-c30e-48c7-b153-33c12b6a0d63",116,124
"test","8eb273d8-7d97-47c8-be96-a12975045b06",93,110
"control","7eaec2d5-d6bb-4bb3-a4d9-2cb10a9d1b38",107,75
"test","224bf666-df2f-4249-b923-29b91e214a1d",42,70
"test","c6281568-7a23-4bcd-aaca-75b54a1d5625",102,106
"control","84717ad2-e206-4f25-9ad9-3631c2676d96",58,89
"control","9a9d95bc-903d-4681-9c6e-1ecacf424d56",163,126
"control","88d81e90-a7da-4362-8cee-446e29d32a62",72,84
"test","b89a6df9-49f3-4215-9290-a4962b6ccc7c",162,154
"test","32e00dc9-5988-41c8-ae1e-ec31e3fd92e5",109,116
"test","219635f8-ac8a-424c-9afb-f76658c5cd21",81,77
"test","2250a9f1-f0cb-4d59-afa6-f4c689a7d1d5",128,127
"test","1dc6dfa1-f9dd-4b6c-8d81-338449445f03",100,119
"test","606878bc-7eda-4053-a14c-63bc2ce93942",140,125
"test","8fd8e5a2-f278-4bff-a6f6-7bd8e39f9f17",142,135
"control","23687905-4496-4f5f-a8d0-7b9da26b089b",47,49
"test","6b121e5d-fef2-4b0b-babe-0051f6ce292c",60,80
"control","f0d1b584-d2cf-4195-959e-ba26d1034b79",68,72
"test","b44e9774-354a-4ef1-b7d1-c456849cffe0",58,41
"control","1db5d685-3fd7-4b43-b631-5219e6ea6662",78,74
"control","11d16863-824a-475a-82bb-3e2e4c53dcc8",86,113
"control","eefb66d7-d607-441f-bdf9-524a8d1eeb03",139,139
"control","15b5eb71-7a15-4a46-96f9-fe6d8fdc9273",78,77
"control","5ad2f182-2cff-44ba-8044-bb572891b4eb",87,95
"test","3b9d052c-35ab-43a6-8a84-f4f125735d18",116,97
"control","76479205-149b-4078-b92b-10670fe94f65",151,153
"control","73b3de9c-f9db-486d-8de3-da1747a25a80",51,48
"control","cdc4a847-a26a-43a2-a2d0-a47b571a05e5",96,111
"control","6ca28b30-199a-4436-84d1-b70f5553b9a9",99,99
"control","206132c1-64eb-4ea5-9df3-c7f915b003b2",47,60
"test","ca264978-0a53-4efa-bb84-f51528fe47b9",172,134
"test","6c3cd4cd-7d00-4e15-a943-9668b12ff899",102,108
"control","9beadd14-6ae8-4684-a361-b12c586eca44",89,77
"control","f7aa1ceb-ca93-4d71-bd8c-e7dab79f069c",76,93
"test","160dda83-d44f-4ba0-9748-5b51499b8860",135,106
"test","84b3a388-102c-4efe-86f1-fcf24fab93a5",120,106
"test","71740768-e4e9-41e9-b015-2a00501db92f",82,88
"test","3c5acdb1-a26a-4f6e-a467-0d83d16bc054",63,73
"test","60a40fd8-3b20-4867-9e03-ddb65ecbf119",84,81
"test","a20881c3-747f-4a38-b783-91f654f16963",123,137
"test","a98a6df2-dffa-4a11-9fe1-36df3213305c",144,123
"test","5f40cdcc-a9d9-4088-ad44-8cbd74e3468e",75,72
"test","2e3d0f8b-d15a-45e8-8ad0-470ce660763d",65,72
"control","8a3261bc-dc59-4041-888e-ee87dfac36b2",150,152
"control","1231a537-5bc8-4007-93a8-fca5f10651c5",120,133
"control","428bb544-63d6-4648-80c2-f290e1cb5877",103,101
"test","15fb201b-87a4-4fc6-ae4a-5d76424d1de9",75,76
"control","8ffec812-ebea-47f3-91b2-f642053743ee",66,77
"control","0d4d52bb-214d-4831-bc9e-935d2a0bb816",112,107
"test","a550944b-d0c8-4fcb-90c3-d7bee5bf96e5",138,110
"control","d01a6628-854e-468f-90d9-f1d41878df69",79,77
"test","724f55ff-bd00-4427-a8c5-1067966677dd",83,93
"control","87a32a9b-a4f5-4693-b669-eb191371a2f4",49,71
"control","534b64fa-64f3-4e17-8a75-392820884277",123,97
"test","8f0ecc30-c4cd-49f7-ad2d-73c80e992adc",153,154
"control","dbbd5009-1c6a-49d1-b75d-7d37df8b6909",81,89
"test","28ac824f-e10b-4714-9e3e-5f1412556cc5",97,110
"control","699a95c9-f30e-49e4-b009-820d8696601c",123,113
"test","5f1ab603-8dfb-41bf-ae80-b39d0ed83f58",141,135
"test","82e5cb31-9968-42f9-909c-718713d5db63",63,50
"control","38e4c8cb-41b6-4525-aa43-227c0adf0b32",127,145
"test","a1b9891f-ab3b-4cc4-bd0d-503b8bc956c8",94,125
"control","cd506f71-d217-4392-88df-1a70aabde62f",48,74
"control","d3e4104e-ccbf-4e55-a6a3-f818e7322690",75,73
"control","af495777-e94f-49d7-87f3-9d5605ccfdbc",145,142
"test","0f6249ae-4f37-41dd-a8ee-765e40d0fae1",122,133
"test","9e274385-e650-40d5-8e39-73793a2610b8",133,139
"control","64800b92-abdf-4558-8214-cbd4ec0852d6",129,121
"test","25c51878-ced7-475a-a303-09e71345e2ed",152,149
"control","1f916bc7-9d33-43f2-86ec-d2f880670c6d",130,121
"test","4e2ddf2c-e99c-4c5f-8dd3-0ef428af7893",122,133
"control","aafac5ea-e97a-4772-a07c-fbc4ce1da068",57,38
"control","ba40120d-62db-4d1d-9066-057ce1f99579",125,112
"control","8c137727-2796-4466-a0b2-92e3b808862d",142,141
"control","b35da5e2-7191-4abc-8164-ccc327709fe2",85,90
"control","eab8a4c3-466b-4870-b59b-170bcefb8f8a",135,118
"test","493f80d6-6912-49d8-9255-089ca3e1ec97",82,84
"control","a5288ff3-e313-47be-986e-c280378a4ed8",106,106
"control","ef302274-017c-48d2-b32a-e07ca99ce023",98,109
"test","9938088a-75b6-4f7b-909d-87576dc475b4",64,82
"control","c2c2afc3-f976-4a16-bd20-a35a49678533",72,107
"control","defffaeb-8bce-4046-b784-337887e07f6c",147,122
"test","074587da-a60a-4017-aa27-6d4c316efe71",82,75
"test","d1a843de-a1db-479f-9e23-65867cc57120",56,81
"test","c9e0f7e5-6c22-4434-9168-131e97841d9b",159,143
"control","c69dd04c-80c5-4c09-b961-ff188eb22a20",121,103
"test","6b680b91-f466-45e1-96b9-254a3c17f85d",127,152
